ENS_MOUSE	GC	LENGTH
ENSMUSG00000040435	54.52	8331
ENSMUSG00000093436	47.09	658
ENSMUSG00000096828	44.23	382
ENSMUSG00000031156	48.17	8317
ENSMUSG00000097063	46.92	459
ENSMUSG00000072738	42	1084
ENSMUSG00000094497	56.94	482
ENSMUSG00000029433	47.92	11806
ENSMUSG00000036040	52.15	11395
ENSMUSG00000090243	52.93	1278
ENSMUSG00000090062	53.45	1384
ENSMUSG00000090106	53.89	179
ENSMUSG00000087690	46.69	445
ENSMUSG00000021216	41.76	3091
ENSMUSG00000089703	49.01	956
ENSMUSG00000023066	37.4	7219
ENSMUSG00000098010	47.33	992
ENSMUSG00000039159	43.4	7033
ENSMUSG00000089877	47.14	419
ENSMUSG00000036305	42.82	855
ENSMUSG00000044988	46.68	1476
ENSMUSG00000040701	53.32	18872
ENSMUSG00000084817	53.51	877
ENSMUSG00000026028	42.81	11428
ENSMUSG00000090682	54.72	982
ENSMUSG00000031661	51.89	8400
ENSMUSG00000040389	40.17	7446
ENSMUSG00000057778	45.26	7786
ENSMUSG00000023247	53.73	591
ENSMUSG00000081185	42.8	728
ENSMUSG00000095677	47.25	802
ENSMUSG00000020155	48.01	4187
ENSMUSG00000040867	56.83	2700
ENSMUSG00000096973	46.75	985
ENSMUSG00000003992	39.64	12095
ENSMUSG00000097883	49.46	1010
ENSMUSG00000033715	40.08	5913
ENSMUSG00000020196	49.7	7423
ENSMUSG00000097833	51.61	995
ENSMUSG00000086903	42.67	2694
ENSMUSG00000089802	44.9	861
ENSMUSG00000031662	51.6	1430
ENSMUSG00000000628	49.08	9364
ENSMUSG00000089670	55.9	990
ENSMUSG00000061863	49.36	617
ENSMUSG00000002847	45.28	1961
ENSMUSG00000082107	49.14	1110
ENSMUSG00000032978	53.24	1296
ENSMUSG00000089944	45.07	909
ENSMUSG00000008206	47.3	16257
ENSMUSG00000085003	42.84	680
ENSMUSG00000044349	46.56	11800
ENSMUSG00000097950	49.54	970
ENSMUSG00000073674	52.93	841
ENSMUSG00000098105	53.11	997
ENSMUSG00000066129	50.73	20762
ENSMUSG00000020205	58.05	1947
ENSMUSG00000087022	52.79	1219
ENSMUSG00000093628	45	1330
ENSMUSG00000091283	43.63	390
ENSMUSG00000024803	43.97	1756
ENSMUSG00000098216	47.68	970
ENSMUSG00000029431	55.66	1422
ENSMUSG00000039086	51.59	4332
ENSMUSG00000093772	42.88	664
ENSMUSG00000089822	45.96	3717
ENSMUSG00000062200	39.66	5869
ENSMUSG00000021552	41.73	1506
ENSMUSG00000084325	46.55	1073
ENSMUSG00000040540	56.14	808
ENSMUSG00000085054	40.71	6823
ENSMUSG00000096755	57.79	551
ENSMUSG00000034028	36.64	3255
ENSMUSG00000022150	41.15	26774
ENSMUSG00000044312	57.35	1538
ENSMUSG00000082609	49.19	430
ENSMUSG00000081615	49.87	1096
ENSMUSG00000079606	39.54	2101
ENSMUSG00000081562	45.18	227
ENSMUSG00000040428	49.24	14430
ENSMUSG00000096904	43.03	2133
ENSMUSG00000024805	42.17	3045
ENSMUSG00000002699	44.94	10058
ENSMUSG00000063334	43.94	10565
ENSMUSG00000084400	47.48	416
ENSMUSG00000037031	50.78	3597
ENSMUSG00000082160	49.02	458
ENSMUSG00000036853	45.45	3973
ENSMUSG00000041831	46.32	12212
ENSMUSG00000029111	43.84	5472
ENSMUSG00000060176	43.98	4445
ENSMUSG00000084151	44.47	735
ENSMUSG00000095360	42.18	3360
ENSMUSG00000073514	36.91	5512
ENSMUSG00000082209	48.07	2908
ENSMUSG00000039069	48.36	12752
ENSMUSG00000002844	48.96	1579
ENSMUSG00000032281	47.7	4630
ENSMUSG00000086795	40.46	843
ENSMUSG00000020963	42.02	5639
ENSMUSG00000085965	40.34	384
ENSMUSG00000075122	44.95	1696
ENSMUSG00000042312	45.54	1419
ENSMUSG00000027615	41.44	30081
ENSMUSG00000083118	42.67	791
ENSMUSG00000024614	35.56	4595
ENSMUSG00000050808	36.56	7821
ENSMUSG00000028634	47.59	24539
ENSMUSG00000008855	54.97	35121
ENSMUSG00000026027	40.99	14415
ENSMUSG00000049907	50.6	2138
ENSMUSG00000083355	49.46	761
ENSMUSG00000024319	52.35	10620
ENSMUSG00000040856	53.54	20069
ENSMUSG00000046876	44.49	12604
ENSMUSG00000093774	38.8	981
ENSMUSG00000093444	37.63	698
ENSMUSG00000001525	51.68	5084
ENSMUSG00000081382	57.14	524
ENSMUSG00000002846	45.02	2241
ENSMUSG00000073647	47.08	748
ENSMUSG00000080800	43.64	235
ENSMUSG00000047751	63.44	1225
ENSMUSG00000038987	51.55	1988
ENSMUSG00000082804	48.19	551
ENSMUSG00000063087	41.92	11433
ENSMUSG00000082661	42.06	1452
ENSMUSG00000073846	44.65	613
ENSMUSG00000030825	50.88	4824
ENSMUSG00000080785	47.29	701
ENSMUSG00000083834	42.68	573
ENSMUSG00000029434	44.69	4094
ENSMUSG00000085248	44.46	499
ENSMUSG00000085447	42.2	887
ENSMUSG00000090627	41.88	3647
ENSMUSG00000097926	40.68	2231
ENSMUSG00000027884	42.94	10766
ENSMUSG00000073795	52.86	3757
ENSMUSG00000025647	48.79	12478
ENSMUSG00000090078	33.78	372
ENSMUSG00000078582	49.08	2972
ENSMUSG00000086408	39.79	655
ENSMUSG00000091165	37.5	252
ENSMUSG00000099113	38.33	2479
ENSMUSG00000042306	53.09	1214
ENSMUSG00000086009	40.48	849
ENSMUSG00000095614	52.43	308
ENSMUSG00000094334	51.47	407
ENSMUSG00000081186	47.48	416
ENSMUSG00000028635	53.78	1457
ENSMUSG00000008575	41.74	45929
ENSMUSG00000091019	51.98	732
ENSMUSG00000085842	37.39	2603
ENSMUSG00000083145	53.9	782
ENSMUSG00000093898	42.42	2192
ENSMUSG00000098235	50.05	1002
ENSMUSG00000058567	44.05	510
ENSMUSG00000085019	41.3	767
ENSMUSG00000094111	47.66	383
ENSMUSG00000027322	52.4	13996
ENSMUSG00000095438	36.77	393
ENSMUSG00000052397	49.01	3790
ENSMUSG00000085400	39.55	860
ENSMUSG00000079170	32.53	726
ENSMUSG00000061607	47.15	7738
ENSMUSG00000086935	48.43	500
ENSMUSG00000081950	54.02	238
ENSMUSG00000039130	44.5	12342
ENSMUSG00000082051	44.55	2376
ENSMUSG00000083332	42.71	795
ENSMUSG00000039648	49.22	12047
ENSMUSG00000084333	56.38	877
ENSMUSG00000080866	52.34	639
ENSMUSG00000096839	42.11	2418
ENSMUSG00000050106	54.05	11406
ENSMUSG00000053740	49.82	814
ENSMUSG00000052135	56.01	2613
ENSMUSG00000081617	45.11	367
ENSMUSG00000071867	55.48	446
ENSMUSG00000047383	40.14	780
ENSMUSG00000043223	45.37	971
ENSMUSG00000079169	32.93	653
ENSMUSG00000063628	45.79	296
ENSMUSG00000081429	50	245
ENSMUSG00000085575	39.22	256
ENSMUSG00000090107	50.35	1970
ENSMUSG00000086095	40.77	2974
ENSMUSG00000084799	42.07	1572
ENSMUSG00000094590	44.47	2066
ENSMUSG00000082608	48.67	640
ENSMUSG00000086730	42.7	460
ENSMUSG00000062110	43.14	17877
ENSMUSG00000079575	46.95	2902
ENSMUSG00000055670	43.04	35750
ENSMUSG00000087561	42.52	1619
ENSMUSG00000087170	37.15	3531
ENSMUSG00000052241	73.94	541
ENSMUSG00000056888	42.02	3514
ENSMUSG00000043633	48.96	5948
ENSMUSG00000097255	46.7	378
ENSMUSG00000054611	40.56	29091
ENSMUSG00000083039	40.36	616
ENSMUSG00000085595	48.07	1701
ENSMUSG00000081643	53.41	645
ENSMUSG00000062962	53.6	443
ENSMUSG00000030826	48.48	10036
ENSMUSG00000083066	40.28	503
ENSMUSG00000072295	40.39	2494
ENSMUSG00000026797	48.66	11008
ENSMUSG00000027827	41.62	14831
ENSMUSG00000043168	54.32	5518
ENSMUSG00000027157	36.53	2818
ENSMUSG00000080817	44.68	751
ENSMUSG00000041180	37.97	23757
ENSMUSG00000082373	42.19	989
ENSMUSG00000086287	45.94	415
ENSMUSG00000044689	42.29	1430
ENSMUSG00000037363	43.94	2087
ENSMUSG00000021214	37.21	2293
ENSMUSG00000091363	51.79	1478
ENSMUSG00000086836	42.74	374
ENSMUSG00000089908	45.86	531
ENSMUSG00000087121	53.02	776
ENSMUSG00000091785	55.97	476
ENSMUSG00000086721	46.88	464
ENSMUSG00000027883	43.52	5041
ENSMUSG00000068040	45.8	17250
ENSMUSG00000055771	55.73	374
ENSMUSG00000006522	49.7	9475
ENSMUSG00000084824	45.37	1565
ENSMUSG00000087213	40.34	1140
ENSMUSG00000085300	55.06	157
ENSMUSG00000001666	53.32	1218
ENSMUSG00000020962	40.92	7937
ENSMUSG00000097264	46.97	378
ENSMUSG00000087590	46.76	728
ENSMUSG00000091814	42.26	1590
ENSMUSG00000049734	56.69	2757
ENSMUSG00000076437	50.48	2639
ENSMUSG00000084416	54.1	1360
ENSMUSG00000030827	54.99	927
ENSMUSG00000090042	43.8	652
ENSMUSG00000082565	55.17	640
ENSMUSG00000000085	39.89	21460
ENSMUSG00000004895	45.22	2095
ENSMUSG00000082774	54.63	312
ENSMUSG00000008461	50.75	2578
ENSMUSG00000073607	45.03	2898
ENSMUSG00000091754	41.89	2861
ENSMUSG00000081623	45.9	742
ENSMUSG00000025473	51.69	16439
ENSMUSG00000083242	40.47	340
ENSMUSG00000083289	53.16	411
ENSMUSG00000064158	52.33	3806
ENSMUSG00000073656	36.67	1658
ENSMUSG00000038079	42.11	3664
ENSMUSG00000086470	43.12	1749
ENSMUSG00000082057	37.31	1356
ENSMUSG00000021550	46.97	2818
ENSMUSG00000038115	44.38	14695
ENSMUSG00000082769	52.93	494
ENSMUSG00000094191	50	377
ENSMUSG00000020213	38.36	891
ENSMUSG00000020081	47.67	2253
ENSMUSG00000082212	44.73	1382
ENSMUSG00000039059	59.99	10165
ENSMUSG00000081432	48.45	742
ENSMUSG00000092360	49.87	750
ENSMUSG00000086204	38.81	673
ENSMUSG00000086660	42.82	497
ENSMUSG00000082473	49.5	1983
ENSMUSG00000038152	56.57	719
ENSMUSG00000058748	36.35	1398
ENSMUSG00000020486	51.08	22157
ENSMUSG00000020214	39.02	2984
ENSMUSG00000027652	39.93	39807
ENSMUSG00000082978	55.46	888
ENSMUSG00000085075	37.88	524
ENSMUSG00000048484	59.61	826
ENSMUSG00000087329	39.6	706
ENSMUSG00000047861	51.36	2355
ENSMUSG00000062282	44.89	3150
ENSMUSG00000000627	47.76	7156
ENSMUSG00000004897	52.15	5238
ENSMUSG00000083795	46.09	446
ENSMUSG00000023806	46.58	1606
ENSMUSG00000055994	48.64	13772
ENSMUSG00000097573	49.41	2306
ENSMUSG00000044562	52.65	3190
ENSMUSG00000087514	38.65	478
ENSMUSG00000022322	38.7	2119
ENSMUSG00000074457	53.53	6249
ENSMUSG00000084332	49.48	385
ENSMUSG00000089965	43.27	378
ENSMUSG00000011008	46.55	6845
ENSMUSG00000052031	45.8	2354
ENSMUSG00000028960	47.25	17874
ENSMUSG00000059483	47.2	482
ENSMUSG00000085812	46.31	528
ENSMUSG00000094557	47.45	332
ENSMUSG00000089964	47.72	1926
ENSMUSG00000039050	46.57	6110
ENSMUSG00000025573	50.3	1065
ENSMUSG00000089653	52.02	514
ENSMUSG00000054823	43.05	45463
ENSMUSG00000094724	46.14	3442
ENSMUSG00000053930	42.75	9102
ENSMUSG00000092617	56.36	439
ENSMUSG00000085653	46.92	1229
ENSMUSG00000092182	37.61	596
ENSMUSG00000047518	53.85	1757
ENSMUSG00000089952	45.55	2215
ENSMUSG00000086053	49.16	470
ENSMUSG00000067351	44.53	392
ENSMUSG00000035694	39.66	7350
ENSMUSG00000001665	49.12	4564
ENSMUSG00000082745	57.06	176
ENSMUSG00000023073	36.78	1623
ENSMUSG00000090737	47.41	269
ENSMUSG00000082059	45.11	347
ENSMUSG00000098069	45.92	796
ENSMUSG00000020672	42.37	10064
ENSMUSG00000083244	50	491
ENSMUSG00000042918	54.09	11967
ENSMUSG00000089993	49.13	1377
ENSMUSG00000022105	39.21	7060
ENSMUSG00000034064	45.65	8296
ENSMUSG00000025646	48.13	15462
ENSMUSG00000082528	40.69	1675
ENSMUSG00000090223	44.71	638
ENSMUSG00000024177	52.32	1869
ENSMUSG00000082012	52.66	789
ENSMUSG00000067106	51.18	890
ENSMUSG00000090637	52.95	2084
ENSMUSG00000063754	50.23	871
ENSMUSG00000087008	50.76	1685
ENSMUSG00000028633	43.92	4108
ENSMUSG00000068466	46.6	647
ENSMUSG00000058607	50	377
ENSMUSG00000079140	45.81	1572
ENSMUSG00000048277	56.56	5911
ENSMUSG00000049124	47.15	385
ENSMUSG00000096802	49.38	890
ENSMUSG00000090404	42.07	2749
ENSMUSG00000064281	54.15	590
ENSMUSG00000020143	44.49	22542
ENSMUSG00000061852	44.85	599
ENSMUSG00000096685	42.1	2371
ENSMUSG00000089976	41.77	187
ENSMUSG00000024180	54.25	5184
ENSMUSG00000035640	58.91	14667
ENSMUSG00000048070	47.04	4198
ENSMUSG00000055978	48.17	2863
ENSMUSG00000079550	44.1	5331
ENSMUSG00000070858	60.75	2482
ENSMUSG00000090691	43.12	2487
ENSMUSG00000072109	45.5	7553
ENSMUSG00000040364	54.17	2463
ENSMUSG00000091537	45.08	633
ENSMUSG00000043192	54.85	1412
ENSMUSG00000031312	45.98	2076
ENSMUSG00000074966	40	1019
ENSMUSG00000049565	45.03	10441
ENSMUSG00000091400	41.76	1752
ENSMUSG00000050272	43.05	7465
ENSMUSG00000021213	36.69	2447
ENSMUSG00000027288	42.82	24468
ENSMUSG00000090128	44.97	191
ENSMUSG00000024181	55.37	1952
ENSMUSG00000063844	41.64	938
ENSMUSG00000091297	47.44	417
ENSMUSG00000089763	48.58	913
ENSMUSG00000001300	44.89	4968
ENSMUSG00000025645	49.96	2393
ENSMUSG00000070803	66.38	1257
ENSMUSG00000089716	43.04	1822
ENSMUSG00000025474	46.4	3067
ENSMUSG00000070564	54.52	4803
ENSMUSG00000093985	42.95	3755
ENSMUSG00000059791	51.24	2092
ENSMUSG00000035681	38.45	6191
ENSMUSG00000072653	48.56	17479
ENSMUSG00000031157	46.77	4793
ENSMUSG00000074965	40.54	961
ENSMUSG00000094018	48.49	313
ENSMUSG00000074748	46.95	4044
ENSMUSG00000079457	45.53	3981
ENSMUSG00000028631	53.17	4635
ENSMUSG00000069712	46.7	1770
ENSMUSG00000001021	53.78	709
ENSMUSG00000068647	41.61	941
ENSMUSG00000050043	45.65	7981
ENSMUSG00000003273	55.52	3131
ENSMUSG00000048142	58.51	6526
ENSMUSG00000090252	43.89	888
ENSMUSG00000022671	44.72	2396
ENSMUSG00000074793	51.38	6019
ENSMUSG00000025470	51.03	1094
ENSMUSG00000068646	43.31	941
ENSMUSG00000036712	38.47	15942
ENSMUSG00000055657	40.31	2953
ENSMUSG00000078716	50.36	22441
ENSMUSG00000001020	48.51	1324
ENSMUSG00000028436	45.68	3433
ENSMUSG00000094021	42.18	1593
ENSMUSG00000079455	45.56	6472
ENSMUSG00000025469	56.82	2404
ENSMUSG00000095526	47.44	761
ENSMUSG00000037012	49.03	22685
ENSMUSG00000033565	43.37	20718
ENSMUSG00000001023	50.12	848
ENSMUSG00000044211	46.73	733
ENSMUSG00000068645	40.78	1002
ENSMUSG00000053297	54.62	7315
ENSMUSG00000044867	42.84	1720
ENSMUSG00000041845	49.73	2937
ENSMUSG00000095156	39.76	917
ENSMUSG00000001025	55.36	716
ENSMUSG00000027882	42.46	7468
ENSMUSG00000090624	41.02	823
ENSMUSG00000053219	43.29	4729
ENSMUSG00000095720	46.11	353
ENSMUSG00000091199	43.17	766
ENSMUSG00000085776	41.55	1802
ENSMUSG00000025468	48.63	2510
ENSMUSG00000063767	48.52	738
ENSMUSG00000058816	46.89	626
ENSMUSG00000091981	50.78	2063
ENSMUSG00000089652	44.33	2606
ENSMUSG00000092167	42	2415
ENSMUSG00000050270	45.19	2731
ENSMUSG00000087112	36.6	1392
ENSMUSG00000034595	53.77	11920
ENSMUSG00000085412	43.6	797
ENSMUSG00000056054	46.89	389
ENSMUSG00000089937	42.6	538
ENSMUSG00000086812	35.26	2217
ENSMUSG00000081979	49.38	649
ENSMUSG00000096292	48.48	890
ENSMUSG00000025467	53.47	615
ENSMUSG00000096554	40.96	917
ENSMUSG00000085924	38.1	2191
ENSMUSG00000082781	52.79	268
ENSMUSG00000089714	44.02	2403
ENSMUSG00000059824	56.2	5236
ENSMUSG00000056071	42.52	1025
ENSMUSG00000085934	33.72	1237
ENSMUSG00000087658	53.14	1367
ENSMUSG00000064266	40.35	1025
ENSMUSG00000090186	43.93	3417
ENSMUSG00000090103	47.11	425
ENSMUSG00000056445	47.98	2618
ENSMUSG00000096869	42.03	2675
ENSMUSG00000073628	42.78	1085
ENSMUSG00000087626	45.89	550
ENSMUSG00000053646	55.29	9868
ENSMUSG00000090246	46.06	2403
ENSMUSG00000020961	45.51	11293
ENSMUSG00000050781	42.76	1063
ENSMUSG00000087538	47.97	373
ENSMUSG00000074671	52.32	3061
ENSMUSG00000006529	50.86	6461
ENSMUSG00000041974	40.21	3259
ENSMUSG00000020910	44.16	4804
ENSMUSG00000073627	45.58	4370
ENSMUSG00000096703	41.18	917
ENSMUSG00000085696	49.13	3627
ENSMUSG00000048445	47.63	5155
ENSMUSG00000084106	51.17	1831
ENSMUSG00000021620	41.73	4429
ENSMUSG00000095586	40.85	917
ENSMUSG00000089821	62.68	330
ENSMUSG00000045102	40.5	2872
ENSMUSG00000091123	41.46	122
ENSMUSG00000032897	41.71	10034
ENSMUSG00000033446	38.53	2467
ENSMUSG00000090994	44.8	1057
ENSMUSG00000097185	41.24	2654
ENSMUSG00000090363	42.82	2292
ENSMUSG00000040467	42.08	2099
ENSMUSG00000084021	44.31	1581
ENSMUSG00000083478	45.47	848
ENSMUSG00000057342	55.31	9074
ENSMUSG00000092220	42.4	1332
ENSMUSG00000091736	40.7	6750
ENSMUSG00000044039	37.81	938
ENSMUSG00000028403	38.85	18479
ENSMUSG00000040459	41.69	1707
ENSMUSG00000025466	52.52	7971
ENSMUSG00000082837	52.34	213
ENSMUSG00000024182	44.22	10219
ENSMUSG00000061195	42.21	1013
ENSMUSG00000084195	45.08	833
ENSMUSG00000029227	38.87	23000
ENSMUSG00000094143	73.14	355
ENSMUSG00000081261	49.41	252
ENSMUSG00000095809	40.26	938
ENSMUSG00000029775	42.28	16550
ENSMUSG00000081602	47.97	393
ENSMUSG00000050663	37.73	10818
ENSMUSG00000079157	41.55	3143
ENSMUSG00000031314	39.72	29837
ENSMUSG00000082513	45.85	843
ENSMUSG00000093485	52.22	1777
ENSMUSG00000082677	44.26	783
ENSMUSG00000095015	42.05	2675
ENSMUSG00000081488	47.32	857
ENSMUSG00000067627	44.63	133
ENSMUSG00000021546	42.66	26073
ENSMUSG00000083277	48.4	782
ENSMUSG00000041476	40.14	4928
ENSMUSG00000094000	40.02	941
ENSMUSG00000085420	45.33	1231
ENSMUSG00000026024	42.87	15135
ENSMUSG00000026781	39.57	15776
ENSMUSG00000023809	48.88	5383
ENSMUSG00000074959	39.31	1042
ENSMUSG00000026796	53.18	6919
ENSMUSG00000097398	50.12	834
ENSMUSG00000061232	53.83	10492
ENSMUSG00000059070	53.04	7378
ENSMUSG00000094858	40.04	938
ENSMUSG00000083064	45.74	891
ENSMUSG00000049717	42.22	7182
ENSMUSG00000090322	50.34	487
ENSMUSG00000031665	48.87	5248
ENSMUSG00000025161	56.04	12334
ENSMUSG00000049303	49.63	6495
ENSMUSG00000097001	47.07	375
ENSMUSG00000096183	42.13	1604
ENSMUSG00000094790	55.09	500
ENSMUSG00000081051	56.13	1133
ENSMUSG00000002845	42.06	11131
ENSMUSG00000069962	52.59	617
ENSMUSG00000096853	40.04	938
ENSMUSG00000006764	43.28	2905
ENSMUSG00000090974	37.93	2477
ENSMUSG00000025574	52.54	7657
ENSMUSG00000032890	50.97	15992
ENSMUSG00000047237	42.65	4518
ENSMUSG00000025465	47.84	9267
ENSMUSG00000049550	45.31	45644
ENSMUSG00000043061	45.43	2947
ENSMUSG00000074957	33.06	1932
ENSMUSG00000049107	46.64	2534
ENSMUSG00000063529	42.63	1358
ENSMUSG00000024422	51.17	9963
ENSMUSG00000043668	42.33	5164
ENSMUSG00000086952	47.47	670
ENSMUSG00000054204	44.59	1504
ENSMUSG00000097480	44.29	963
ENSMUSG00000083979	51.06	563
ENSMUSG00000069911	45.17	10393
ENSMUSG00000030041	43.08	2269
ENSMUSG00000054161	55.72	6729
ENSMUSG00000089782	47.24	488
ENSMUSG00000038132	44.73	3211
ENSMUSG00000020130	41.8	3756
ENSMUSG00000031109	38.9	15535
ENSMUSG00000080831	44.78	267
ENSMUSG00000089706	40.25	5661
ENSMUSG00000042250	44.45	4918
ENSMUSG00000044573	42.68	3214
ENSMUSG00000022208	55.37	12157
ENSMUSG00000070563	60.14	709
ENSMUSG00000031570	48.81	9952
ENSMUSG00000069910	42.61	4276
ENSMUSG00000091472	43.02	2004
ENSMUSG00000097608	47.56	983
ENSMUSG00000028629	44.4	5574
ENSMUSG00000057149	40.89	938
ENSMUSG00000021373	44.87	5862
ENSMUSG00000040396	42.88	10260
ENSMUSG00000072726	41.92	992
ENSMUSG00000047485	58.71	1934
ENSMUSG00000089791	45.73	1394
ENSMUSG00000003271	50.17	3779
ENSMUSG00000082431	51.59	596
ENSMUSG00000025464	48.03	2777
ENSMUSG00000020132	43.86	1816
ENSMUSG00000089866	43.74	278
ENSMUSG00000044560	42.93	947
ENSMUSG00000071322	47.11	11519
ENSMUSG00000051413	47.35	11050
ENSMUSG00000067017	42.25	2856
ENSMUSG00000027080	42.07	2829
ENSMUSG00000091676	43.78	668
ENSMUSG00000097612	45.68	947
ENSMUSG00000023017	51.57	3751
ENSMUSG00000071551	37.59	3316
ENSMUSG00000049314	43.26	3439
ENSMUSG00000093804	43.45	938
ENSMUSG00000054006	45.22	2603
ENSMUSG00000003072	55.93	3979
ENSMUSG00000045534	46.93	2832
ENSMUSG00000042041	53.73	1163
ENSMUSG00000064141	45.57	5532
ENSMUSG00000068335	57.09	3764
ENSMUSG00000083613	53.73	1045
ENSMUSG00000046145	76.06	451
ENSMUSG00000080772	41.8	542
ENSMUSG00000047976	48.8	8968
ENSMUSG00000022108	43.47	1767
ENSMUSG00000084228	36.37	1148
ENSMUSG00000073843	48.19	645
ENSMUSG00000036832	45.58	2491
ENSMUSG00000083239	39.92	538
ENSMUSG00000031497	41.7	923
ENSMUSG00000085925	49.12	6355
ENSMUSG00000021211	37.18	1256
ENSMUSG00000083884	44.9	725
ENSMUSG00000056583	58.54	445
ENSMUSG00000074955	39.94	938
ENSMUSG00000039018	48.07	5970
ENSMUSG00000069844	43.07	7790
ENSMUSG00000073840	39.62	970
ENSMUSG00000096621	40.55	349
ENSMUSG00000044405	51.82	1434
ENSMUSG00000086427	53.02	7834
ENSMUSG00000075707	57.83	3477
ENSMUSG00000080729	34.09	748
ENSMUSG00000071591	43.64	2268
ENSMUSG00000038077	47.74	11365
ENSMUSG00000025658	34.72	12575
ENSMUSG00000063145	43.59	6669
ENSMUSG00000032870	43.35	3818
ENSMUSG00000091175	39.87	488
ENSMUSG00000081114	43.9	737
ENSMUSG00000009216	51.56	2956
ENSMUSG00000096566	41.11	938
ENSMUSG00000039041	57.89	13819
ENSMUSG00000042244	40.11	1100
ENSMUSG00000084189	37.83	962
ENSMUSG00000094747	41.32	938
ENSMUSG00000095455	39.73	539
ENSMUSG00000030068	44.99	4236
ENSMUSG00000075297	43.68	2097
ENSMUSG00000000399	45.79	1311
ENSMUSG00000022109	45.2	1297
ENSMUSG00000091227	41.89	1457
ENSMUSG00000045733	53.69	3902
ENSMUSG00000087210	39.13	255
ENSMUSG00000039057	44.27	6690
ENSMUSG00000061701	43.39	4298
ENSMUSG00000024892	46.22	8232
ENSMUSG00000093661	46.31	2508
ENSMUSG00000086161	41.05	663
ENSMUSG00000074952	39.56	962
ENSMUSG00000069237	43.14	4065
ENSMUSG00000056608	42.15	11749
ENSMUSG00000097408	45	1379
ENSMUSG00000051180	54.28	1075
ENSMUSG00000074625	48.98	5078
ENSMUSG00000028996	46.16	1531
ENSMUSG00000026023	43.79	4468
ENSMUSG00000096939	48.78	979
ENSMUSG00000030344	44.24	3146
ENSMUSG00000021621	43.52	7152
ENSMUSG00000051051	55.02	1055
ENSMUSG00000082055	58.11	147
ENSMUSG00000098447	52.83	600
ENSMUSG00000096654	58.91	201
ENSMUSG00000079039	43.95	58
ENSMUSG00000083293	45.67	288
ENSMUSG00000050366	55.86	1057
ENSMUSG00000037015	48.33	1775
ENSMUSG00000094707	38.84	1772
ENSMUSG00000025162	46.93	10767
ENSMUSG00000028626	52.07	4124
ENSMUSG00000078685	39.51	1442
ENSMUSG00000000693	49.9	5151
ENSMUSG00000091876	49.69	317
ENSMUSG00000062044	56.8	18595
ENSMUSG00000090277	47.11	362
ENSMUSG00000079555	36.17	1945
ENSMUSG00000087579	43.35	9617
ENSMUSG00000025461	50.18	3440
ENSMUSG00000092245	48.27	519
ENSMUSG00000030345	44.57	5160
ENSMUSG00000078452	43.41	2681
ENSMUSG00000085857	48.77	776
ENSMUSG00000046020	46.42	21353
ENSMUSG00000083582	51.6	218
ENSMUSG00000036825	46.94	13978
ENSMUSG00000019710	46.24	6133
ENSMUSG00000081130	45.81	464
ENSMUSG00000037771	57.91	2795
ENSMUSG00000083584	38.61	1307
ENSMUSG00000073586	61.76	1586
ENSMUSG00000080885	50.93	641
ENSMUSG00000058603	57.46	908
ENSMUSG00000069554	43.34	5398
ENSMUSG00000021918	42.33	2739
ENSMUSG00000021374	37.87	8707
ENSMUSG00000089648	44.6	1250
ENSMUSG00000094122	49.74	377
ENSMUSG00000091617	41.99	2257
ENSMUSG00000093610	40.74	3688
ENSMUSG00000054087	42.33	3806
ENSMUSG00000086633	42.59	682
ENSMUSG00000028437	43.46	7354
ENSMUSG00000037235	52.88	5021
ENSMUSG00000087691	40.67	2434
ENSMUSG00000018401	48.15	17515
ENSMUSG00000021210	37.31	2474
ENSMUSG00000098091	54.41	997
ENSMUSG00000059631	50.25	863
ENSMUSG00000074951	41.6	963
ENSMUSG00000015647	55.34	12960
ENSMUSG00000086825	38.77	3678
ENSMUSG00000045326	44.55	15384
ENSMUSG00000096592	42.91	521
ENSMUSG00000085526	41.45	2542
ENSMUSG00000055408	46.95	4667
ENSMUSG00000090041	44.72	757
ENSMUSG00000074949	39.94	1008
ENSMUSG00000010601	48.11	7221
ENSMUSG00000094388	42.91	521
ENSMUSG00000043207	42.2	7800
ENSMUSG00000054672	42.9	9196
ENSMUSG00000086706	46.92	1729
ENSMUSG00000074948	43.69	942
ENSMUSG00000033405	43.98	2587
ENSMUSG00000001663	46.62	2597
ENSMUSG00000026792	51.83	11382
ENSMUSG00000040605	44.16	3727
ENSMUSG00000020908	49.26	12190
ENSMUSG00000027327	51.25	7023
ENSMUSG00000074947	40.15	953
ENSMUSG00000086126	51.94	3274
ENSMUSG00000095841	38.75	368
ENSMUSG00000041075	54.59	8930
ENSMUSG00000079364	43.22	2048
ENSMUSG00000038192	44.14	1737
ENSMUSG00000089808	46.01	718
ENSMUSG00000056427	46.53	7365
ENSMUSG00000044065	48.57	905
ENSMUSG00000067199	73.68	577
ENSMUSG00000090079	48.08	332
ENSMUSG00000037761	49.82	9766
ENSMUSG00000090208	51.56	659
ENSMUSG00000090117	38.79	1460
ENSMUSG00000074946	40.72	937
ENSMUSG00000073559	50.46	431
ENSMUSG00000017843	48.06	4210
ENSMUSG00000096712	56.73	482
ENSMUSG00000000889	51.66	2743
ENSMUSG00000074945	41.21	938
ENSMUSG00000078577	41.22	717
ENSMUSG00000061489	50.86	1049
ENSMUSG00000009093	46.63	1894
